"Browser JS App GitHub Repo URL","status","agent_loop","aipipe_tool","bootstrap_alert_errors","conversation_ui_clarity","error_handling","extras_without_bloat","google_search_tool","js_exec_sandboxed","model_picker_bootstrap_llm_provider","openai_tool_calls","readability","security_hygiene","separation_of_concerns","simplicity","streaming_or_updates","useful_affordances"
"https://github.com/21f3000697/LLM-Agent-POC","ok",0.2,0.08,0.1,0.1,0.1,0.03,0.15,0,0,0.2,0.1,0.03,0.1,0.15,0.1,0
"https://github.com/21f3000697/LLM-Agent-POC","ok",0.2,0.08,0.1,0.1,0.1,0.03,0.15,0,0,0.2,0.1,0.03,0.1,0.15,0.1,0
"NA","invalid_url",,,,,,,,,,,,,,,,
"https://llmagent-n99bpatmpooekmwpqdqyej.streamlit.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/22f1000455/aiagent","ok",0.2,0.08,,,,,0.15,0,,0.1,,,,,0.1,
"https://github.com/shreyasaxena21/llm-agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.07,0.15,0.1,0.08
"https://github.com/Krishnaagg/tds-bonus-llm-agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0.08
"https://22f1000455.github.io/llmagent/","invalid_url",,,,,,,,,,,,,,,,
"na","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/AJAY-IITMDS-28/llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.02,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/23f1002155/LLM-Agent-POC","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.15,0.1,0.04,0.05,0.15,0.1,0.05
"https://github.com/24ds1000034/TDS_Bonus_llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.05,0.15,0.1,0.08
"https://github.com/abhinaviitm33/TDS_LLM_Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.04,0.05,0,0.1,0.09,0.03,0.05,0.12,0.1,0.1
"https://github.com/anantsathe/tds-bonus-project-LLM-Agent","ok",0.2,0.15,,,,,0.04,0,,0.1,,,,,0.1,
"na","invalid_url",,,,,,,,,,,,,,,,
"NA","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/harshBoii/Browser_agent","ok",0.2,0,0,0.1,0.1,0.03,0.04,0.1,0,0.2,0.1,0.03,0.1,0.15,0.1,0.05
"https://github.com/AtriGehlot23f/LLM-agent-POC","ok",0.2,0.15,0.1,0.1,0.1,0.04,0.15,0,0,0.2,0.1,0.02,0.07,0.15,0.05,0.05
"https://github.com/sumitsingh105/LLM_Agent_POC","ok",0.1,0.15,0.1,0.1,0.1,0.04,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0.07
"https://github.com/Karvy-Singh/LLM-POC","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0.15,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://llm-agent-n49mjt06q-gouravrustagis-projects.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/dharani06-hub/tds_llm","ok",0.2,0.08,0.1,0.1,0.1,0.04,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0.08
"https://github.com/AMRUTANSHU-SAHOO/llm-agent-poc.git","ok",0.2,0.15,0,0.1,0.05,0.03,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/anantsathe/tds-bonus-project-LLM-Agent","ok",0.2,0.15,,,,,0.04,0,,0.1,,,,,0.1,
"https://github.com/apariitmadras/tds-llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.05
"https://github.com/22f1001519/TDS_LLM_Agent","ok",0.2,0.08,,,,,0.04,0.1,,0.1,,,,,0.05,
"https://github.com/apariitmadras/tds-llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.05
"https://github.com/reneenor13/LLM-Agent-Proof-of-Concept","ok",0.2,0.15,0.1,0.1,0.07,0.05,0.15,0.1,0,0.2,0.1,0.02,0.06,0.15,0.1,0.05
"https://browser-llm-agent.onrender.com","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/OmAmar106/LLM-Agent-Browser-Based-Multi-Tool-Reasoning","ok",0.1,0.15,0,0.1,0.08,0.04,0.15,0.1,0.05,0.1,0.09,0.04,0.1,0.12,0.1,0.07
"https://github.com/23f1000793/TDS-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0,0,0.1,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/Smriti241102/llm-agent-poc","ok",0.1,0.08,0.1,0.1,0.1,0.03,0.15,0,0,0.2,0.1,0,0.05,0.15,0.05,0.05
"https://github.com/23f3004103/llm_agent","ok",0.2,0.08,0.05,0.1,0.1,0.05,0.1,0.1,0.08,0.1,0.1,0.02,0.05,0.15,0.1,0.05
"https://github.com/namasteyji2003/tds_llm_1","ok",0,0.08,0,0.1,0.1,0.03,0,0,0,0,0.1,0.05,0.1,0.15,0.05,0.05
"https://github.com/23f3004103/llm_agent","ok",0.2,0.08,0.05,0.1,0.1,0.05,0.1,0.1,0.08,0.1,0.1,0.02,0.05,0.15,0.1,0.05
"https://github.com/21f3000671/llm-agent","ok",0.2,0.15,,,,,0.15,0.2,,0.2,,,,,0.1,
"https://github.com/Sreenija-19/llm-agent-poc?utm_source=chatgpt.com","ok",0.1,0.15,0.1,0.1,0.09,0.02,0.15,0,0,0,0.09,0.02,0.05,0.15,0,0
"https://github.com/23f2003874/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.08
"https://github.com/23f3002391/LLM-Agent-Proof-of-Concept-POC-Browser-Based-Multi-Tool-Reasoning","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0,0,0,0.1,0.01,0.05,0.15,0.1,0.07
"https://github.com/SiddhanthMuragundi/LLM-Agent-Proof-of-Concept-POC-Browser-Based-Multi-Tool-Reasoning","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.12,0.1,0.08
"https://github.com/23f3003877/POC","ok",0.2,0.15,0.1,0.1,0.09,0.04,0.15,0.1,0,0.2,0.1,0.04,0.05,0.12,0.05,0.07
"https://github.com/soumik2005147/LLM-POC","ok",0.2,0.15,0.1,0.1,0.1,0.03,0.15,0,0,0.2,0.1,0.02,0.05,0.1,0.05,0.05
"https://github.com/iitanish/llm-agent-browser-js","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.03,0.08,0.15,0.1,0.1
"https://github.com/22f3002587/LLM-Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://github.com/23f3000511/llmbonus","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.09,0.03,0.06,0.15,0.05,0.1
"https://github.com/Janani-6874/LLM-Agent-bonus-tds","ok",0,0,0,0.1,0.05,0.03,0,0,0,0,0.1,0,0.05,0.15,0.1,0.05
"https://github.com/23f3004103/llm_agent","ok",0.2,0.08,0.05,0.1,0.1,0.05,0.1,0.1,0.08,0.1,0.1,0.02,0.05,0.15,0.1,0.05
"https://github.com/Mokshada-N/LLM-AGENT-PROOF-OF-CONCEPT","ok",0.2,0.15,,,,,0.15,0.1,,0.2,,,,,0.1,
"https://github.com/realpriyanshutiwari/LLM_Agent_1","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/sudiksha-22f3001123/LLM_AGENT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/pratham0409/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.1
"https://github.com/KAS4453/tds-bonus-project-llm-agent-poc","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.12,0.1,0.15,0.1,0.1,0.03,0.1,0.15,0.1,0.05
"https://github.com/shivam91264/TDS-B2-LLM-Agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.07,0.15,0.1,0.08
"https://github.com/shivam91264/TDS-B2-LLM-Agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.07,0.15,0.1,0.08
"https://github.com/23f2002371/llm","ok",0.2,0.08,0.1,0.1,0.1,0.04,0.15,0.1,0,0.2,0.08,0.03,0.05,0.15,0.1,0.08
"https://github.com/realpriyanshutiwari/LLM_Agent_1","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/AAYUMAHE/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.1
"https://github.com/ar4002/LLM-AGENT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.1
"https://github.com/ar4002/LLM-AGENT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.1
"https://23f3004008.github.io/tds-extra-llm/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/23f3000048/LLM_AGENT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://llm-chi-three.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/23f2000345/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Aditya-Darshan-cyber/llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.03,0.05,0.15,0.1,0.08
"https://github.com/23f1001999/llm_agent_bonus1999","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.08
"https://github.com/23f2001685/llm","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.07,0.15,0.1,0.1
"https://github.com/23f1000805/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.04,0.05,0.12,0.1,0.1
"https://github.com/23f1002492/TDS-LLM-AGENT","ok",0.2,0.15,0.1,0.1,0.09,0.04,0.15,0.1,0.15,0.15,0.1,0.04,0.05,0.12,0.1,0.1
"https://github.com/Ananthavalli1991/llm_agent_poc.git","ok",0,0.04,0.1,0.1,0.1,0.03,0.08,0,0,0.05,0.1,0.01,0.05,0.15,0.05,0.05
"https://github.com/24ds1000012/my-presentation-app.git","ok",0,0,,,,,0,0,,0,,,,,0,
"https://github.com/23f2003716/tds-bonus-llmagent","ok",0.1,0.15,0.1,0.1,0.09,0.05,0.15,0,0,0.1,0.08,0.03,0.05,0.15,0.05,0.1
"https://github.com/Sanjukta234/TDS-BONUSPROJECT-LLMAGENT","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.03,0.05,0.1,0.05,0.1
"https://github.com/Srijandharhacker/LLM_agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Sourav2507/LLM_agent","ok",0.2,0.12,0,0.1,0.08,0.05,0.05,0,0,0.1,0.08,0.02,0.06,0.12,0.07,0.1
"https://github.com/sneha3465/llmagent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/HiveCase/llm-multitool-agent","ok",0.2,0.1,0,0.1,0.08,0.04,0,0,0,0.1,0.08,0.03,0.05,0.1,0.1,0.1
"https://github.com/Shubham-Sharma-IITM/LLM-agent-POC","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0.15,0.2,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/Shubham-Sharma-IITM/LLM-agent-POC","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0.15,0.2,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/GyanPrakashkushwaha/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.08
"https://github.com/Sudip-06/LLM-Agent-POC","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0.15,0.2,0.1,0.05,0.1,0.15,0.1,0.08
"https://github.com/Sudip-06/LLM-Agent-POC","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0.15,0.2,0.1,0.05,0.1,0.15,0.1,0.08
"https://github.com/sudiksha-22f3001123/LLM_AGENT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Sanjukta234/TDS-BONUSPROJECT-LLMAGENT","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.03,0.05,0.1,0.05,0.1
"https://github.com/23f2000288/Agent_LLM","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://poc-phi-eosin.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/Rubix-av/LLM-Browser-Based-Multi-Tool/tree/main","ok",0.2,0.08,0.1,0.1,0.1,0.04,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.08
"https://github.com/22f3000980/TDS_BONUS_2","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/22f3000980/TDS_BONUS_2","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/22f3000284/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0,0.15,0.1,0.1,0.02,0.06,0.1,0.05,0.1
"llm-agent-eight.vercel.app","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/23f2004126/LLM","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.08
"https://github.com/rampande01/LLM-PROJECT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Ayyushhhhh/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.04,0.1,0,0.1,0.09,0.03,0.06,0.12,0.05,0.1
"na","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/22f3001352/LLM_agent_poc","ok",0.2,0.08,0.1,0.1,0.08,0.05,0.15,0.1,0,0.2,0.09,0.02,0.06,0.15,0.1,0.08
"https://github.com/22f3001352/LLM_agent_poc","ok",0.2,0.08,0.1,0.1,0.08,0.05,0.15,0.1,0,0.2,0.09,0.02,0.06,0.15,0.1,0.08
"llm-agent-main.vercel.app","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/Felicitatem/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0,0,0.1,0.1,0.02,0.05,0.1,0.1,0.1
"https://github.com/TaniyaChouhan44/LLM-Agent.git","ok",0.15,0.1,0,0.1,0.08,0.04,0,0,0,0,0.09,0.03,0.06,0.1,0.05,0.1
"https://madhan-karthikeyan.github.io/llm-agent/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/23f2005420/tds_llmagent.git","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.05,0.15,0.1,0.1
"https://github.com/Vaisakh-10/Browser-JS","ok",0.2,0.15,0.1,0.1,0.1,0.03,0.15,0,0,0.2,0.1,0.01,0.07,0.15,0.05,0.02
"https://github.com/varadg111/LLM-Agent-POC-main","ok",0.2,0.08,0.1,0.1,0.1,0.04,0.15,0.1,0,0.2,0.08,0.02,0.05,0.15,0.1,0.1
"https://github.com/ASTITVAAG2005/AI_AGENT","ok",0.2,0.15,0.05,0.1,0.1,0.04,0.15,0,0,0.2,0.08,0.02,0.05,0.15,0.05,0.04
"https://github.com/ASTITVAAG2005/AI_AGENT","ok",0.2,0.15,0.05,0.1,0.1,0.04,0.15,0,0,0.2,0.08,0.02,0.05,0.15,0.05,0.04
"https://github.com/Trickster-RJ/AgentFlow","ok",0.2,0.1,0.1,0.1,0.1,0.05,0.15,0,0,0.1,0.08,0.02,0.05,0.15,0.1,0.08
"https://github.com/23f1000687/Bonus-project-1","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Sharan0078/llm","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.05,0.15,0.1,0.08
"https://github.com/JHILMILDUTTA/LLM-Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/tripurari2004/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.08,0.05,0,0.1,0.08,0.02,0.05,0.1,0.05,0.1
"https://github.com/23f1002560/tds-LLX/tree/main","ok",0.2,0.15,0.05,0.1,0.1,0.05,0.04,0,0,0.2,0.1,0.04,0.05,0.1,0.1,0.1
"https://github.com/Bhagatsidhu2007/TDS-Site","ok",0.2,0.04,0.1,0.1,0.1,0.04,0.15,0,0,0.1,0.08,0.02,0.06,0.15,0.1,0.07
"https://tds-bonus-llm.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/Tanushree2405/llm-agent","ok",0.2,0.15,0.1,0.1,0.1,0.04,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.08
"https://github.com/23f3001930/bonus-LLM-agent","ok",0.2,0.15,0,0.1,0.09,0.04,0.04,0.05,0,0.1,0.08,0.03,0.03,0.08,0.1,0.1
"https://github.com/23f3001331/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://github.com/iamsonu149/llm-agent","ok",0.2,0.08,0.06,0.1,0.1,0.03,0.15,0.1,0.05,0.1,0.1,0.03,0.06,0.15,0.1,0.05
"https://github.com/pranab92/LLM_AGENT_RAG","ok",0.2,0.1,0.05,0.1,0.08,0.03,0,0,0.1,0.1,0.09,0.02,0.05,0.15,0.1,0.05
"https://github.com/Henil4/TDS_Bonus_LLM","ok",0.2,0.15,0,0.1,0.1,0.05,0,0,0,0.1,0.08,0.03,0.05,0.1,0.1,0.1
"https://github.com/23f2002348/BrowLLM","ok",0.2,0.15,0.1,0.1,0.1,0.04,0.15,0,0,0.1,0.08,0,0.1,0.15,0.1,0.05
"https://github.com/22f3000982/AGENTFLOW","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.1,0.03,0.06,0.15,0.1,0.1
"https://github.com/23f2001985/bonus2","ok",0.2,0.15,,,,,0.08,0,,0.1,,,,,0.1,
"https://github.com/tahadiamond1/LLM_Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.1
"https://github.com/singh873/llm-agent","ok",0.2,0.08,0.05,0.1,0.08,0.05,0.08,0.1,0.08,0.1,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/Nikhiliitm/agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/23f3000900/LLMA","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/vedikagupta0/tds-bonus-project-2","pending",,,,,,,,,,,,,,,,
"https://github.com/23f3003285/llm-agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.09,0.02,0.07,0.15,0.1,0.08
"https://github.com/SarthakN13/22f3002492-Bonus-Project-Tds-LLM","ok",0.2,0.15,0.05,0.1,0.09,0.05,0.08,0,0,0.1,0.08,0.03,0.05,0.12,0.05,0.1
"https://github.com/tahadiamond1/LLM_Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.1
"https://github.com/akashjana2123/LLM-Agent-main","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0.1,0,0.1,0.1,0.03,0.07,0.15,0.1,0.1
"https://github.com/ironheart2003/LLM-Agent/blob/main/agent.js","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.1,0,0.05,0.15,0.1,0.1
"https://github.com/23f3001369/LLM-Agent-mini","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0,0,0.1,0.1,0.03,0.05,0.1,0.1,0.1
"https://github.com/kishor-kumar-1995/LLM-Agent-POC","ok",0,0,0.1,0.1,0.1,0.02,0,0,0,0,0.1,0.02,0.05,0.15,0.1,0
"https://github.com/MallickBanani-IITM/LLM_agent","ok",0.2,0.15,0.1,0.1,0.1,,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/anubrata-de/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.05,0.15,0.1,0.08
"https://github.com/MursleenK/LLM_ChatBot","ok",0.2,0.15,0,0.1,0.1,0.05,0,0,0,0.1,0.1,0.04,0.05,0.15,0.1,0.1
"https://github.com/Manish9250/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.05,0,0,0.1,0.08,0.02,0.05,0.12,0.1,0.1
"https://github.com/ULAGAAOOZHIAN/Browser_LLM","pending",,,,,,,,,,,,,,,,
"https://github.com/abhinv11/tds_llm_agent_browser","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0,0,0.1,0.1,0.04,0.05,0.12,0.05,0.1
"https://github.com/harshkumar2727/taskforge","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0,0.08,0.2,0.1,0.03,0.05,0.15,0.1,0.07
"https://github.com/rajkumarwolftiger/Llm-agent","ok",0,0.15,0,0.1,0.1,0.03,0,0,0,0,0.1,0.03,0.1,0.15,0.05,0.05
"https://github.com/TomendraS/AI-agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.08
"https://github.com/Kantdrav/tds_extra_llm","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.09,0.03,0.05,0.15,0.1,0.1
"https://tds-llm-agent-liard.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/23f2003068/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.03,0,0,0,0.1,0.1,0.04,0.05,0.1,0.1,0.1
"https://github.com/jhaaj08/LLM_Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Shreya-agr09/Browser-Based-Multi-Tool-Reasoning","ok",0.1,0.15,0.1,0.1,0.08,0.05,0.15,0,0,0,0.08,0.02,0.05,0.15,0.08,0.07
"https://github.com/23f2003068/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.03,0,0,0,0.1,0.1,0.04,0.05,0.1,0.1,0.1
"https://github.com/milanjyotiray/MyLLMToolAgent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.05,0,0.2,0.1,0.03,0.05,0.15,0.1,0.08
"https://github.com/himanshugpt09/LLM-Agent-Browser-Based","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.05
"https://github.com/raushang7/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.08,0.15,0.1,0.08
"https://github.com/23f2004950/-tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.09,0.03,0.04,0,0,0.1,0.09,0.03,0.07,0.08,0.1,0.1
"https://github.com/Dev5112/LLM","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.05,0.15,0.1,0.1
"https://github.com/Kavya-Jain5/agentflow","ok",0.2,0.15,0,0.1,0.1,0.05,0.05,0.05,0,0.1,0.1,0.03,0.05,0.1,0.1,0.1
"https://github.com/yamanpareek-iitm/tds-llm-agent","ok",0.2,0.15,0,0.1,0.09,0.05,0.08,0,0,0.1,0.09,0.04,0.05,0.12,0.05,0.1
